Job ID,Civil Service Title,Agency,Posting Type,Job Category,Salary Range From,Salary Range To
527887,COMMUNITY COORDINATOR,HOUSING PRESERVATION & DVLPMNT,External,Constituent Services & Community Programs,54100.0,62215.0
527086,TELECOMMUNICATIONS MANAGER (NO,NYC EMPLOYEES RETIREMENT SYS,External,"Technology, Data & Innovation",64922.0,98000.0
527556,SENIOR POLICE ADMINISTRATIVE A,POLICE DEPARTMENT,Internal,Administration & Human Resources,43929.0,57093.0
521806,ASSISTANT MECHANICAL ENGINEER,DEPT OF ENVIRONMENT PROTECTION,Internal,"Engineering, Architecture, & Planning Public Safety, Inspections, & Enforcement",57078.0,85646.0
523879,CUSTODIAN,LAW DEPARTMENT,Internal,Building Operations & Maintenance,45811.0,51766.0
523142,ADM MANAGER-NON-MGRL FRM M1/M2,DEPT OF ENVIRONMENT PROTECTION,Internal,"Finance, Accounting, & Procurement",74730.0,161534.0
500605,COMMUNITY COORDINATOR,ADMIN FOR CHILDREN'S SVCS,Internal,Social Services,54100.0,62215.0
442559,CARETAKER (HA),NYC HOUSING AUTHORITY,External,Building Operations & Maintenance,30909.0,44930.0
523489,SUMMER COLLEGE INTERN,OFFICE OF MANAGEMENT & BUDGET,Internal,Administration & Human Resources,15.75,15.75
469407,AGENCY ATTORNEY,NYC HOUSING AUTHORITY,Internal,Legal Affairs,79620.0,117000.0
511014,HEARING EXAMINER (HA),NYC HOUSING AUTHORITY,Internal,Administration & Human Resources,100000.0,129348.0
496474,CONFIDENTIAL INVESTIGATOR,NYC HOUSING AUTHORITY,External,"Public Safety, Inspections, & Enforcement",53956.0,64149.0
505275,BUDGET ANALYST (OMB),OFFICE OF MANAGEMENT & BUDGET,Internal,"Finance, Accounting, & Procurement Policy, Research & Analysis",65604.0,83399.0
507205,ADMINISTRATIVE STAFF ANALYST (,TAXI & LIMOUSINE COMMISSION,External,"Finance, Accounting, & Procurement",84451.0,100000.0
526438,DECEDENT PROPERTY AGENT,PUBLIC ADMINISTRATOR-NEW YORK,External,"Public Safety, Inspections, & Enforcement",41483.0,63794.0
527859,CLERICAL AIDE,DEPT OF PARKS & RECREATION,External,Administration & Human Resources Communications & Intergovernmental Affairs Building Operations & Maintenance,16.14,16.14
504977,STATISTICIAN,TAXI & LIMOUSINE COMMISSION,External,"Policy, Research & Analysis",50291.0,75000.0
497113,AGENCY ATTORNEY,TAXI & LIMOUSINE COMMISSION,Internal,Legal Affairs,63228.0,96526.0
502689,PUBLIC HEALTH SANITARIAN,DEPT OF HEALTH/MENTAL HYGIENE,Internal,"Health Public Safety, Inspections, & Enforcement",45722.0,52580.0
526779,ADMINISTRATIVE BUSINESS PROMOT,HOUSING PRESERVATION & DVLPMNT,External,Constituent Services & Community Programs,75000.0,85000.0
527252,CITY RESEARCH SCIENTIST,DEPT OF INFO TECH & TELECOMM,Internal,"Technology, Data & Innovation",94283.0,120000.0
524067,ADMINISTRATIVE ENGINEER,OFFICE OF THE COMPTROLLER,External,Legal Affairs,90000.0,110000.0
499218,IT SERVICE MANAGEMENT SPECIALI,DEPARTMENT OF CORRECTION,External,"Technology, Data & Innovation",75000.0,130000.0
470130,CITY RESEARCH SCIENTIST,DEPARTMENT OF CORRECTION,Internal,"Technology, Data & Innovation",94283.0,108426.0
491602,PUBLIC HEALTH ASSISTANT (SCHOO,DEPT OF HEALTH/MENTAL HYGIENE,Internal,Health,17.57,20.21
513476,STAFF ANALYST TRAINEE,LAW DEPARTMENT,Internal,"Technology, Data & Innovation",42150.0,58163.0
503424,ASSOCIATE CHEMIST,DEPT OF ENVIRONMENT PROTECTION,External,"Policy, Research & Analysis",45193.0,77500.0
525843,AGENCY ATTORNEY,HUMAN RIGHTS COMMISSION,Internal,Legal Affairs,63228.0,72712.0
527716,TRAFFIC CONTROL INSPECTOR,DEPARTMENT OF TRANSPORTATION,Internal,"Public Safety, Inspections, & Enforcement",49930.0,70888.0
492332,ASSOCIATE STAFF ANALYST,DEPARTMENT OF CORRECTION,External,"Communications & Intergovernmental Affairs Policy, Research & Analysis",65731.0,75591.0
526391,PRINCIPAL ADMINISTRATIVE ASSOC,POLICE DEPARTMENT,Internal,Administration & Human Resources,47418.0,69462.0
527295,SOCIAL WORKER,DEPARTMENT OF CORRECTION,Internal,Social Services,51079.0,58741.0
504721,RESEARCH PROJECTS COORDINATOR,MAYORS OFFICE OF CONTRACT SVCS,External,"Communications & Intergovernmental Affairs Finance, Accounting, & Procurement",50000.0,60000.0
526812,SUMMER COLLEGE INTERN,DEPARTMENT OF CITY PLANNING,External,"Engineering, Architecture, & Planning",17.5,17.5
516825,DEPUTY COMMISSIONER (DOC),DEPARTMENT OF CORRECTION,Internal,"Policy, Research & Analysis",180000.0,195000.0
505314,CITY PLANNER,DEPARTMENT OF TRANSPORTATION,Internal,"Constituent Services & Community Programs Engineering, Architecture, & Planning",65208.0,95993.0
479042,AGENCY ATTORNEY,DEPARTMENT OF TRANSPORTATION,Internal,Legal Affairs,79620.0,117541.0
352367,ECONOMIST,DEPT OF HEALTH/MENTAL HYGIENE,External,"Finance, Accounting, & Procurement",42288.0,59400.0
523195,IT INFRASTRUCTURE ENGINEER,FINANCIAL INFO SVCS AGENCY,Internal,"Technology, Data & Innovation",120000.0,180000.0
442016,IT SERVICE MANAGEMENT SPECIALI,FINANCIAL INFO SVCS AGENCY,Internal,"Technology, Data & Innovation",75000.0,100000.0
504920,ADMINISTRATIVE PARKS & RECREAT,DEPT OF PARKS & RECREATION,External,Building Operations & Maintenance,100000.0,115000.0
507254,ESTIMATOR (GENERAL CONSTRUCTIO,DEPT OF PARKS & RECREATION,Internal,"Engineering, Architecture, & Planning",77921.0,90000.0
507254,ESTIMATOR (GENERAL CONSTRUCTIO,DEPT OF PARKS & RECREATION,Internal,"Engineering, Architecture, & Planning",77921.0,90000.0
518878,ASSOCIATE URBAN PARK RANGER,DEPT OF PARKS & RECREATION,Internal,"Public Safety, Inspections, & Enforcement",59054.0,59054.0
526292,AGENCY ATTORNEY,OFFICE OF THE COMPTROLLER,Internal,"Finance, Accounting, & Procurement",80000.0,90000.0
471313,EXECUTIVE AGENCY COUNSEL,FINANCIAL INFO SVCS AGENCY,External,Legal Affairs,58700.0,110000.0
463885,SENIOR MENTAL HEALTH WORKER,DEPARTMENT OF PROBATION,Internal,Constituent Services & Community Programs,35580.0,47719.0
499216,CYBER SECURITY ANALYST,HUMAN RIGHTS COMMISSION,External,"Technology, Data & Innovation",54281.0,75000.0
500566,IT AUTOMATION AND MONITORING E,FINANCIAL INFO SVCS AGENCY,Internal,"Technology, Data & Innovation",75000.0,95000.0
509997,ASSISTANT ARCHITECT,POLICE DEPARTMENT,Internal,"Engineering, Architecture, & Planning",57078.0,85646.0
516825,DEPUTY COMMISSIONER (DOC),DEPARTMENT OF CORRECTION,External,"Policy, Research & Analysis",180000.0,195000.0
386903,PUBLIC HEALTH NURSE (SCHOOL HE,DEPT OF HEALTH/MENTAL HYGIENE,External,Health,40.79,40.79
508776,HOUSING ASSISTANT (HA),NYC HOUSING AUTHORITY,External,Administration & Human Resources,39098.0,63367.0
527879,COMMUNITY ASSOCIATE,HOUSING PRESERVATION & DVLPMNT,Internal,Constituent Services & Community Programs,38333.0,44083.0
460998,ADMINISTRATIVE CONSTRUCTION PR,NYC HOUSING AUTHORITY,Internal,"Engineering, Architecture, & Planning",180000.0,185000.0
469053,ASSOCIATE PROJECT MANAGER,DEPT OF ENVIRONMENT PROTECTION,External,"Engineering, Architecture, & Planning Public Safety, Inspections, & Enforcement",90114.0,122168.0
491605,EMERGENCY PREPAREDNESS SPECIAL,OFFICE OF EMERGENCY MANAGEMENT,External,Constituent Services & Community Programs,57500.0,69500.0
523545,EXECUTIVE AGENCY COUNSEL,HOUSING PRESERVATION & DVLPMNT,External,Legal Affairs,120500.0,137500.0
525606,ADMINISTRATIVE PROJECT DIRECTO,HOUSING PRESERVATION & DVLPMNT,External,"Finance, Accounting, & Procurement",127000.0,137410.0
527814,BUDGET ANALYST (OMB),OFFICE OF MANAGEMENT & BUDGET,Internal,"Finance, Accounting, & Procurement Policy, Research & Analysis",51550.0,65604.0
523442,INDUSTRIAL HYGIENIST,DEPT OF ENVIRONMENT PROTECTION,Internal,"Public Safety, Inspections, & Enforcement",56041.0,75318.0
527076,SUMMER COLLEGE INTERN,DEPARTMENT OF CITY PLANNING,Internal,Legal Affairs,17.5,17.5
510370,ADMINISTRATIVE RETIREMENTS BEN,NYC EMPLOYEES RETIREMENT SYS,Internal,"Technology, Data & Innovation",85000.0,100000.0
504217,LETTERER AND SIGN PAINTER,DEPARTMENT OF SANITATION,External,Building Operations & Maintenance,274.575,274.575
508373,PUBLIC HEALTH SANITARIAN,DEPT OF HEALTH/MENTAL HYGIENE,Internal,"Health Public Safety, Inspections, & Enforcement",45722.0,52580.0
503423,CHILD AND FAMILY SPECIALIST,ADMIN FOR CHILDREN'S SVCS,External,Social Services,73027.0,83981.0
526650,COMPUTER ASSOC (SOFTWARE),CONSUMER AND WORKER PROTECTION,Internal,"Technology, Data & Innovation",76584.0,110000.0
526695,CIVIL ENGINEER,DEPT OF ENVIRONMENT PROTECTION,Internal,"Engineering, Architecture, & Planning",80557.0,111917.0
515350,IT INFRASTRUCTURE ENGINEER,DEPARTMENT OF TRANSPORTATION,External,"Technology, Data & Innovation",75000.0,180000.0
528082,CLERICAL ASSOCIATE,DEPARTMENT OF BUILDINGS,Internal,Administration & Human Resources,32850.0,37777.0
495779,STAFF NURSE,DEPARTMENT OF CORRECTION,Internal,Health,40.5862,40.5862
526686,COLLEGE AIDE (ALL CITY DEPTS),DEPT OF HEALTH/MENTAL HYGIENE,Internal,Administration & Human Resources Health,15.5,19.9
501531,COMMUNITY COORDINATOR,NYC HOUSING AUTHORITY,Internal,Constituent Services & Community Programs,54100.0,83981.0
515957,SUMMER COLLEGE INTERN,DEPT OF ENVIRONMENT PROTECTION,Internal,"Engineering, Architecture, & Planning",15.0,15.0
525911,AGENCY ATTORNEY,HUMAN RIGHTS COMMISSION,External,Legal Affairs,63228.0,72712.0
329763,ADMINISTRATIVE PROCUREMENT ANA,NYC EMPLOYEES RETIREMENT SYS,External,Administration & Human Resources,100000.0,125000.0
526803,SUMMER COLLEGE INTERN,DEPARTMENT OF CITY PLANNING,Internal,"Engineering, Architecture, & Planning",17.5,17.5
526771,SUMMER COLLEGE INTERN,DEPARTMENT OF CITY PLANNING,External,"Engineering, Architecture, & Planning",17.5,17.5
468598,PUBLIC HEALTH SANITARIAN,DEPT OF HEALTH/MENTAL HYGIENE,Internal,"Health Public Safety, Inspections, & Enforcement",45722.0,52580.0
509443,SENIOR IT ARCHITECT,FINANCIAL INFO SVCS AGENCY,External,"Technology, Data & Innovation",100000.0,115000.0
522136,COMMUNITY COORDINATOR,DEPT OF YOUTH & COMM DEV SRVS,External,Constituent Services & Community Programs,54100.0,83981.0
515942,SUMMER COLLEGE INTERN,DEPT OF ENVIRONMENT PROTECTION,Internal,"Engineering, Architecture, & Planning",15.0,15.0
517699,CYBER SECURITY ANALYST,DEPT OF HEALTH/MENTAL HYGIENE,External,"Health Technology, Data & Innovation",78795.0,110000.0
523209,SUMMER GRADUATE INTERN,DEPT OF ENVIRONMENT PROTECTION,External,"Engineering, Architecture, & Planning Policy, Research & Analysis",17.0,17.0
187714,CERTIFIED IT ADMINISTRATOR LAN,ADMIN FOR CHILDREN'S SVCS,Internal,Information Technology & Telecommunications,72260.0,98163.0
510370,ADMINISTRATIVE RETIREMENTS BEN,NYC EMPLOYEES RETIREMENT SYS,External,"Technology, Data & Innovation",85000.0,100000.0
485659,ASSISTANT URBAN DESIGNER,DEPT OF ENVIRONMENT PROTECTION,Internal,"Engineering, Architecture, & Planning Technology, Data & Innovation",57078.0,85646.0
266529,STUDENT LEGAL SPECIALIST,LAW DEPARTMENT,External,Communications & Intergovernmental Affairs,36270.0,41710.0
519096,ADMINISTRATIVE SPACE ANALYST,DEPT OF CITYWIDE ADMIN SVCS,Internal,"Policy, Research & Analysis",120000.0,135000.0
502855,CLERICAL ASSOCIATE,LAW DEPARTMENT,Internal,Administration & Human Resources,36390.0,41848.0
515953,SUMMER COLLEGE INTERN,DEPT OF ENVIRONMENT PROTECTION,External,"Engineering, Architecture, & Planning",15.0,15.0
509204,CONSULTANT (PUBLIC HEALTH-SOCI,DEPT OF HEALTH/MENTAL HYGIENE,Internal,Health,66442.0,76408.0
456373,SCIENTIST (WATER ECOLOGY),DEPT OF HEALTH/MENTAL HYGIENE,External,"Health Public Safety, Inspections, & Enforcement",45439.0,68757.0
520284,SUMMER COLLEGE INTERN,DEPARTMENT OF PROBATION,External,"Constituent Services & Community Programs Public Safety, Inspections, & Enforcement",15.0,17.5
525604,ASSOCIATE HOUSING DEVELOPMENT,HOUSING PRESERVATION & DVLPMNT,External,"Engineering, Architecture, & Planning",74650.0,85847.0
526694,COLLEGE AIDE (ALL CITY DEPTS),DEPT OF HEALTH/MENTAL HYGIENE,Internal,Health,15.5,19.9
521146,CONSTRUCTION PROJECT MANAGER,DEPT OF DESIGN & CONSTRUCTION,External,"Engineering, Architecture, & Planning",67757.0,98128.0
458064,ADMINISTRATIVE PUBLIC RECORDS,NYC HOUSING AUTHORITY,Internal,"Legal Affairs Policy, Research & Analysis",72038.0,192152.0
525772,COLLEGE AIDE (ALL CITY DEPTS),DEPT OF HEALTH/MENTAL HYGIENE,Internal,Health Building Operations & Maintenance,15.5,16.0
510664,BUDGET ANALYST (OMB),OFFICE OF MANAGEMENT & BUDGET,External,"Finance, Accounting, & Procurement Policy, Research & Analysis",98388.0,98388.0
428723,PUBLIC HEALTH ADVISER,DEPT OF HEALTH/MENTAL HYGIENE,Internal,Health,47155.0,58566.24
527314,PLUMBER'S HELPER,NYC HOUSING AUTHORITY,External,Building Operations & Maintenance,36.95,36.95
525198,COLLEGE AIDE (ALL CITY DEPTS),DEPT OF HEALTH/MENTAL HYGIENE,Internal,Administration & Human Resources Health,15.5,16.0
455093,SENIOR IT ARCHITECT,DEPARTMENT OF TRANSPORTATION,Internal,"Technology, Data & Innovation",100000.0,180000.0
526656,COLLEGE AIDE - ASSIGNMENT LEVE,DEPT OF HEALTH/MENTAL HYGIENE,External,Health,16.02,20.72
519080,CITY RESEARCH SCIENTIST,DEPARTMENT OF TRANSPORTATION,Internal,"Administration & Human Resources Finance, Accounting, & Procurement Policy, Research & Analysis",75504.0,94761.0
525605,EXECUTIVE ASSISTANT TO THE COM,CONSUMER AND WORKER PROTECTION,External,Administration & Human Resources Communications & Intergovernmental Affairs,58700.0,70000.0
526870,COMMUNITY COORDINATOR,HOUSING PRESERVATION & DVLPMNT,External,Constituent Services & Community Programs,54100.0,62215.0
518413,ASSISTANT CORPORATION COUNSEL,LAW DEPARTMENT,External,Legal Affairs,73579.0,122643.0
521226,ADMIN ARCHITECT (NON MGRL) M-1,DEPT OF DESIGN & CONSTRUCTION,External,"Engineering, Architecture, & Planning",53702.0,100000.0
527419,CLERICAL ASSOCIATE,CONSUMER AND WORKER PROTECTION,External,Legal Affairs,40017.0,52242.0
500853,ASSISTANT DISTRICT ATTORNEY (S,DISTRICT ATTORNEY RICHMOND COU,External,"Legal Affairs Policy, Research & Analysis",90000.0,110000.0
517707,CYBER SECURITY ANALYST,DEPT OF HEALTH/MENTAL HYGIENE,Internal,"Health Technology, Data & Innovation",78795.0,100000.0
511311,ASSOCIATE QUALITY ASSURANCE SP,DEPT OF CITYWIDE ADMIN SVCS,Internal,Administration & Human Resources,61238.0,70424.0
395833,CHILD WELFARE SPECIALIST SUPER,ADMIN FOR CHILDREN'S SVCS,Internal,Social Services,65429.0,81571.0
511105,TRANSPORTATION SPECIALIST,DEPARTMENT OF TRANSPORTATION,External,"Policy, Research & Analysis",67757.0,77921.0
460744,CONSTRUCTION PROJECT MANAGER,NYC HOUSING AUTHORITY,Internal,"Engineering, Architecture, & Planning",72063.0,122168.0
526933,SUMMER COLLEGE INTERN,DEPARTMENT OF CITY PLANNING,External,Administration & Human Resources,17.5,17.5
434241,CLERICAL ASSOCIATE,DEPARTMENT OF TRANSPORTATION,External,Constituent Services & Community Programs,36390.0,58953.0
526974,SUMMER GRADUATE INTERN,DEPT OF DESIGN & CONSTRUCTION,External,"Engineering, Architecture, & Planning",15.93,24.73
484394,CIVIL ENGINEER,DEPT OF ENVIRONMENT PROTECTION,Internal,"Engineering, Architecture, & Planning",80557.0,92640.0
503446,PRINCIPAL ADMINISTRATIVE ASSOC,HRA/DEPT OF SOCIAL SERVICES,Internal,Legal Affairs Social Services,47418.0,54531.0
460437,COLLEGE AIDE - ASSIGNMENT LEVE,FINANCIAL INFO SVCS AGENCY,Internal,"Technology, Data & Innovation",16.02,19.3
495376,STATIONARY ENGINEER,DEPT OF CITYWIDE ADMIN SVCS,External,"Engineering, Architecture, & Planning",508.8,508.8
526793,SUMMER COLLEGE INTERN,DEPARTMENT OF CITY PLANNING,Internal,"Engineering, Architecture, & Planning",17.5,17.5
473301,COMPUTER SYSTEMS MANAGER,LAW DEPARTMENT,Internal,"Technology, Data & Innovation",58700.0,161534.0
473301,COMPUTER SYSTEMS MANAGER,LAW DEPARTMENT,Internal,"Technology, Data & Innovation",58700.0,161534.0
484432,CIVIL ENGINEER,DEPT OF ENVIRONMENT PROTECTION,External,"Engineering, Architecture, & Planning",80557.0,92640.0
503041,GRAPHIC ARTIST,DEPT OF ENVIRONMENT PROTECTION,Internal,"Communications & Intergovernmental Affairs Technology, Data & Innovation",45594.0,52433.0
501897,COMMUNITY ASSISTANT,HUMAN RIGHTS COMMISSION,Internal,"Constituent Services & Community Programs Public Safety, Inspections, & Enforcement Social Services",15.5747,17.9109
507871,COMMUNITY ASSOCIATE,DEPT OF ENVIRONMENT PROTECTION,External,Administration & Human Resources,38333.0,63794.0
517597,INVESTIGATOR (EMPLOYEE DISCIPL,DEPT OF DESIGN & CONSTRUCTION,Internal,Legal Affairs,42304.0,64693.0
526621,IT SECURITY SPECIALIST,FINANCIAL INFO SVCS AGENCY,Internal,"Technology, Data & Innovation",75000.0,160000.0
519623,AGENCY CHIEF CONTRACTING OFFIC,CONFLICTS OF INTEREST BOARD,External,"Administration & Human Resources Finance, Accounting, & Procurement",80931.0,130000.0
521679,COMMUNITY COORDINATOR,DEPT OF YOUTH & COMM DEV SRVS,Internal,"Finance, Accounting, & Procurement",54100.0,83981.0
493656,ECONOMIST,DEPT OF HEALTH/MENTAL HYGIENE,External,"Finance, Accounting, & Procurement",56013.0,65400.0
518038,ECONOMIST,NYC HOUSING AUTHORITY,Internal,"Policy, Research & Analysis",56013.0,84862.0
439675,PLUMBER'S HELPER,NYC HOUSING AUTHORITY,External,Building Operations & Maintenance,36.95,36.95
522561,SUMMER COLLEGE INTERN,DEPT OF ENVIRONMENT PROTECTION,External,"Administration & Human Resources Communications & Intergovernmental Affairs Technology, Data & Innovation",15.0,15.0
522378,CUSTODIAN,LAW DEPARTMENT,Internal,Building Operations & Maintenance,36373.0,41102.0
524233,SUMMER COLLEGE INTERN,DEPT OF ENVIRONMENT PROTECTION,Internal,"Engineering, Architecture, & Planning Policy, Research & Analysis",15.0,15.0
474331,MACHINIST,DEPARTMENT OF TRANSPORTATION,External,"Engineering, Architecture, & Planning Building Operations & Maintenance",298.24,347.2
519172,EMERGENCY PREPAREDNESS SPECIAL,OFFICE OF EMERGENCY MANAGEMENT,Internal,"Administration & Human Resources Finance, Accounting, & Procurement",65000.0,79000.0
515954,SUMMER COLLEGE INTERN,DEPT OF ENVIRONMENT PROTECTION,External,"Engineering, Architecture, & Planning",15.0,15.0
518360,SUMMER COLLEGE INTERN,DEPT OF ENVIRONMENT PROTECTION,External,"Engineering, Architecture, & Planning",15.0,15.0
500853,ASSISTANT DISTRICT ATTORNEY (S,DISTRICT ATTORNEY RICHMOND COU,Internal,"Legal Affairs Policy, Research & Analysis",90000.0,110000.0
527170,ADMINISTRATIVE PROJECT MANAGER,DEPT OF DESIGN & CONSTRUCTION,Internal,"Engineering, Architecture, & Planning",53702.0,61757.0
469053,ASSOCIATE PROJECT MANAGER,DEPT OF ENVIRONMENT PROTECTION,Internal,"Engineering, Architecture, & Planning Public Safety, Inspections, & Enforcement",90114.0,122168.0
526477,COMMUNITY ASSOCIATE,HOUSING PRESERVATION & DVLPMNT,External,Constituent Services & Community Programs,38333.0,44083.0
473825,ECONOMIST,NYC HOUSING AUTHORITY,Internal,"Finance, Accounting, & Procurement",56013.0,84862.0
508447,AGENCY ATTORNEY,NYC HOUSING AUTHORITY,External,Legal Affairs,79620.0,95500.0
523076,BUDGET ANALYST (OMB),OFFICE OF MANAGEMENT & BUDGET,External,"Finance, Accounting, & Procurement Policy, Research & Analysis",51550.0,73806.0
490231,AGENCY ATTORNEY,HUMAN RIGHTS COMMISSION,External,Legal Affairs,63228.0,72712.0
398187,CITY RESEARCH SCIENTIST,DEPT OF HEALTH/MENTAL HYGIENE,Internal,Health,62272.0,75349.0
366589,PROGRAM EVALUATOR (ACS),ADMIN FOR CHILDREN'S SVCS,Internal,Social Services,61850.0,76745.0
526462,SENIOR POLICE ADMINISTRATIVE A,POLICE DEPARTMENT,Internal,Administration & Human Resources,43929.0,57093.0
500757,CONFIDENTIAL INVESTIGATOR,DEPARTMENT OF INVESTIGATION,Internal,"Public Safety, Inspections, & Enforcement",45113.0,55000.0
496629,ASSISTANT COMMISSIONER (DOC),DEPARTMENT OF CORRECTION,Internal,Constituent Services & Community Programs,130000.0,150000.0
495401,COLLEGE AIDE (ALL CITY DEPTS),DEPT OF HEALTH/MENTAL HYGIENE,External,Health,15.5,19.9
243419,COMPUTER SPECIALIST (SOFTWARE),LAW DEPARTMENT,Internal,Information Technology & Telecommunications,77157.0,99406.0
526393,DEPUTY EXECUTIVE DIRECTOR (BOA,BOARD OF CORRECTION,Internal,"Policy, Research & Analysis Public Safety, Inspections, & Enforcement",140000.0,150000.0
514382,PUBLIC HEALTH EPIDEMIOLOGIST,DEPT OF HEALTH/MENTAL HYGIENE,External,Health,63053.0,88999.0
518531,COMMUNITY COORDINATOR,NYC HOUSING AUTHORITY,Internal,Constituent Services & Community Programs,54100.0,83981.0
475316,ADMIN INSPECTOR (ELECTRICAL)NM,FIRE DEPARTMENT,External,"Public Safety, Inspections, & Enforcement",53702.0,76104.0
521217,TRANSPORTATION SPECIALIST,DEPARTMENT OF TRANSPORTATION,External,"Engineering, Architecture, & Planning",74650.0,100000.0
484162,ASSISTANT ELECTRICAL ENGINEER,DEPT OF ENVIRONMENT PROTECTION,External,"Engineering, Architecture, & Planning Public Safety, Inspections, & Enforcement",57078.0,85646.0
521800,SENIOR IT ARCHITECT,TAXI & LIMOUSINE COMMISSION,Internal,"Technology, Data & Innovation",100000.0,125000.0
494960,CITY RESEARCH SCIENTIST,DEPT OF ENVIRONMENT PROTECTION,Internal,"Engineering, Architecture, & Planning Policy, Research & Analysis",84468.0,97138.0
511282,COMMUNITY COORDINATOR,DEPT OF CITYWIDE ADMIN SVCS,External,Administration & Human Resources,54100.0,62215.0
528192,"LEGAL SECRETARIAL ASST- L2,3,4",LAW DEPARTMENT,Internal,Administration & Human Resources Legal Affairs,60000.0,60000.0
517562,AGENCY ATTORNEY,DEPARTMENT OF CORRECTION,External,"Finance, Accounting, & Procurement",71423.0,82137.0
521219,INSPECTOR (CONSUMER AND WORKER,CONSUMER AND WORKER PROTECTION,Internal,"Public Safety, Inspections, & Enforcement",42507.0,48883.0
465115,LEGAL COORDINATOR,DEPARTMENT OF CORRECTION,Internal,Constituent Services & Community Programs Legal Affairs Social Services,47418.0,54531.0
526854,COMMUNITY ASSOCIATE,HOUSING PRESERVATION & DVLPMNT,Internal,Constituent Services & Community Programs,38333.0,44083.0
519432,COMPUTER SPECIALIST (SOFTWARE),HOUSING PRESERVATION & DVLPMNT,External,"Technology, Data & Innovation",85371.0,98177.0
518131,SPEC CONSULTANT (MHSS) (AL 2),DEPT OF HEALTH/MENTAL HYGIENE,Internal,Health,71379.0,82086.0
526697,AGENCY ATTORNEY,DEPT OF PARKS & RECREATION,Internal,Legal Affairs,71423.0,82137.0
526697,AGENCY ATTORNEY,DEPT OF PARKS & RECREATION,Internal,Legal Affairs,71423.0,82137.0
503444,SENIOR IT ARCHITECT,FINANCIAL INFO SVCS AGENCY,External,"Technology, Data & Innovation",100000.0,180000.0
524828,TELECOMMUNICATIONS MANAGER (NO,DEPT OF INFO TECH & TELECOMM,Internal,"Technology, Data & Innovation",58700.0,127000.0
525124,QUALITY ASSURANCE SPECIALIST (,HOUSING PRESERVATION & DVLPMNT,External,Constituent Services & Community Programs,49950.0,57442.0
515952,SUMMER COLLEGE INTERN,DEPT OF ENVIRONMENT PROTECTION,External,"Engineering, Architecture, & Planning",15.0,15.0
527459,SUMMER COLLEGE INTERN,DEPARTMENT OF BUILDINGS,External,"Engineering, Architecture, & Planning",15.0,17.5
463465,CITY SEASONAL AIDE,DEPT OF ENVIRONMENT PROTECTION,Internal,Building Operations & Maintenance,15.45,15.45
520597,CERT IT DEVELOPER (APP),DEPT OF ENVIRONMENT PROTECTION,External,"Engineering, Architecture, & Planning",92194.0,130372.0
517318,PUBLIC HEALTH SANITARIAN,DEPT OF HEALTH/MENTAL HYGIENE,Internal,Health,45722.0,45722.0
522006,SUMMER COLLEGE INTERN,DEPT OF ENVIRONMENT PROTECTION,Internal,"Engineering, Architecture, & Planning Policy, Research & Analysis",15.0,15.0
520977,DECKHAND,DEPARTMENT OF TRANSPORTATION,Internal,Building Operations & Maintenance,51524.0,59253.0
527192,CARPENTER,NYC HOUSING AUTHORITY,External,Building Operations & Maintenance,53.58,53.58
520708,ASSISTANT CIVIL ENGINEER,DEPT OF DESIGN & CONSTRUCTION,External,"Engineering, Architecture, & Planning",57078.0,85646.0
503592,CONSULTANT (EARLY CHILDHOOD ED,DEPT OF HEALTH/MENTAL HYGIENE,Internal,"Health Public Safety, Inspections, & Enforcement",66442.0,82521.0
520270,ASSISTANT MECHANICAL ENGINEER,DEPT OF ENVIRONMENT PROTECTION,Internal,"Engineering, Architecture, & Planning Public Safety, Inspections, & Enforcement",57078.0,85646.0
515912,SUMMER COLLEGE INTERN,DEPT OF ENVIRONMENT PROTECTION,Internal,"Engineering, Architecture, & Planning",15.0,15.0
504066,TRANSPORTATION SPECIALIST,DEPARTMENT OF TRANSPORTATION,External,"Administration & Human Resources Engineering, Architecture, & Planning Policy, Research & Analysis",74650.0,109409.0
521651,SUMMER COLLEGE INTERN,DEPT OF ENVIRONMENT PROTECTION,External,"Engineering, Architecture, & Planning",15.0,15.0
526946,COMMUNITY COORDINATOR,DEPT OF PARKS & RECREATION,Internal,Constituent Services & Community Programs,54100.0,83981.0
526810,SUMMER COLLEGE INTERN,DEPARTMENT OF CITY PLANNING,Internal,"Engineering, Architecture, & Planning",17.5,17.5
519108,DEPUTY COMMISSIONER (DOC),DEPARTMENT OF CORRECTION,External,"Policy, Research & Analysis Public Safety, Inspections, & Enforcement",180000.0,195000.0
519934,SUMMER COLLEGE INTERN,OFFICE OF MANAGEMENT & BUDGET,Internal,"Finance, Accounting, & Procurement",15.75,15.75
499529,AGENCY ATTORNEY INTERNE,ADMIN FOR CHILDREN'S SVCS,External,Legal Affairs,71757.0,71757.0
527411,CLERICAL ASSOCIATE,CONSUMER AND WORKER PROTECTION,Internal,Communications & Intergovernmental Affairs,40017.0,46019.0
523539,EMERGENCY PREPAREDNESS SPECIAL,OFFICE OF EMERGENCY MANAGEMENT,External,"Administration & Human Resources Finance, Accounting, & Procurement",57500.0,69500.0
526902,PROCUREMENT ANALYST,DEPT OF ENVIRONMENT PROTECTION,Internal,"Finance, Accounting, & Procurement",50972.0,58618.0
